numCommande;nomClient;numTelClient;mailClient;adresseClient;codePostalClient;villeClient;dateCommande;datePaiement;dateRealisation;nomDestinataire;numTelDestinataire;adresseDestinataire;codePostalDestinataire;villeDestinataire;dateLivraisonEffective
250;Boutique Instant Précieux;"0613845064";instant_précieux@free.fr;48, Rue de la Chapelle;69002;Lyon 2eme;15/12/2022;16/12/2022;27/12/2022;Boutique Instant Précieux;"0613845064";48, Rue de la Chapelle;69002;Lyon 2eme;29/12/2022
251;Boutique Fabrique de Rêves;"0648624826";fabrique_de_rêves@icloud.com;25, Rue de l'Église;69007;Lyon 7eme;15/12/2022;19/12/2022;29/12/2022;Boutique Fabrique de Rêves;"0648624826";25, Rue de l'Église;69007;Lyon 7eme;29/12/2022
252;Restaurant Gourmet Voyageur;"0759379292";gourmet_voyageur@icloud.com;23, Rue Saint-Jean;69320;Feyzin;15/12/2022;27/12/2022;29/12/2022;;"";;;;
253;Boutique Perle Rare;"0668612082";perle_rare@orange.fr;11, Rue des Canards;69002;Lyon 2eme;16/12/2022;16/12/2022;19/12/2022;Boutique Perle Rare;"0668612082";11, Rue des Canards;69002;Lyon 2eme;22/12/2022
254;Clerc;"0625973429";clerc@free.fr;13, Rue Saint-Victor;69780;Mions;16/12/2022;16/12/2022;27/12/2022;;"";;;;
255;Descamps;"0766585806";descamps@free.fr;27, Boulevard des Allobroges;69300;Caluire-et-Cuire;16/12/2022;19/12/2022;22/12/2022;Boyer;"0675016227";9, Rue des Moineaux;69300;Caluire-et-Cuire;26/12/2022
256;Marty;"0637773108";marty@laposte.net;24, Rue des Cigognes;69320;Feyzin;16/12/2022;26/12/2022;29/12/2022;Marty;"0637773108";24, Rue des Cigognes;69320;Feyzin;29/12/2022
257;Restaurant Mets Épicuriens;"0734206304";mets_épicuriens@protonmail.com;6, Rue Saint-Antoine;69280;Marcy-l'Étoile;16/12/2022;28/12/2022;29/12/2022;;"";;;;
258;Chauvin;"0730466148";chauvin@laposte.net;50, Avenue de la Division Leclerc;69340;Francheville;16/12/2022;28/12/2022;29/12/2022;Rousseau;"0662474575";2, Rue Saint-Louis;69370;Saint-Didier-au-Mont-d'Or;29/12/2022
259;Guillemette;"0650129632";guillemette@yahoo.com;7, Boulevard des Fusillés;69960;Corbas;16/12/2022;28/12/2022;29/12/2022;Guillemette;"0650129632";7, Boulevard des Fusillés;69960;Corbas;29/12/2022
260;Boutique Bazar et Création;"0759759346";bazar_et_création@laposte.net;7, Rue du Pont;69760;Limonest;19/12/2022;20/12/2022;29/12/2022;Boutique Bazar et Création;"0759759346";7, Rue du Pont;69760;Limonest;29/12/2022
261;Restaurant Table Enchantée;"0720276574";table_enchantée@orange.fr;45, Rue Saint-Jacques;69270;Fontaines-sur-Saône;19/12/2022;21/12/2022;29/12/2022;;"";;;;
262;Marty;"0637773108";marty@laposte.net;24, Rue des Cigognes;69320;Feyzin;19/12/2022;22/12/2022;28/12/2022;Marty;"0637773108";24, Rue des Cigognes;69320;Feyzin;29/12/2022
263;Picard;"0735607975";picard@outlook.com;25, Rue Saint-Honoré;69890;La Tour-de-Salvagny;19/12/2022;27/12/2022;29/12/2022;Picard;"0735607975";25, Rue Saint-Honoré;69890;La Tour-de-Salvagny;29/12/2022
264;Dufresne;"0641178956";dufresne@orange.fr;29, Rue de la Révolution;69002;Lyon 2eme;20/12/2022;23/12/2022;29/12/2022;Dufresne;"0641178956";29, Rue de la Révolution;69002;Lyon 2eme;29/12/2022
265;Boutique Comptoir de Mode;"0660162941";comptoir_de_mode@orange.fr;6, Rue du Château;69890;La Tour-de-Salvagny;20/12/2022;23/12/2022;29/12/2022;Boutique Comptoir de Mode;"0660162941";6, Rue du Château;69890;La Tour-de-Salvagny;29/12/2022
266;Blanchard;"0668920585";blanchard@gmail.com;37, Rue des Fleurs;69760;Limonest;20/12/2022;28/12/2022;29/12/2022;Blanchard;"0668920585";37, Rue des Fleurs;69760;Limonest;29/12/2022
267;Rivière;"0672516067";rivière@protonmail.com;32, Avenue de la Motte-Picquet;69340;Francheville;20/12/2022;28/12/2022;29/12/2022;Rivière;"0672516067";32, Avenue de la Motte-Picquet;69340;Francheville;29/12/2022
268;Boutique Tendance et Cie;"0766092349";tendance_et_cie@free.fr;4, Boulevard de Verdun;69280;Marcy-l'Étoile;21/12/2022;26/12/2022;29/12/2022;Boutique Tendance et Cie;"0766092349";4, Boulevard de Verdun;69280;Marcy-l'Étoile;29/12/2022
269;Boutique Esprit Bohème;"0719312161";esprit_bohème@icloud.com;8, Rue des Instituteurs;69650;Saint-Germain-au-Mont-d'Or;21/12/2022;28/12/2022;29/12/2022;Boutique Esprit Bohème;"0719312161";8, Rue des Instituteurs;69650;Saint-Germain-au-Mont-d'Or;29/12/2022
270;Blanchard;"0668920585";blanchard@gmail.com;37, Rue des Fleurs;69760;Limonest;22/12/2022;27/12/2022;28/12/2022;Benoît;"0641640798";3, Rue de la Concorde;69380;Lissieu;28/12/2022
271;Thibault;"0736092438";thibault@laposte.net;44, Boulevard de la Paix;69003;Lyon 3eme;22/12/2022;27/12/2022;29/12/2022;David;"0677688417";1, Rue des Bois;69110;Sainte-Foy-lès-Lyon;29/12/2022
272;Boyer;"0675016227";boyer@icloud.com;9, Rue des Moineaux;69300;Caluire-et-Cuire;22/12/2022;28/12/2022;29/12/2022;Richard;"0635337022";34, Rue Saint-Antoine;69250;Neuville-sur-Saône;29/12/2022
273;Baron;"0626079280";baron@icloud.com;28, Rue du Quai;69004;Lyon 4eme;22/12/2022;28/12/2022;29/12/2022;Boutin;"0641072522";13, Rue des Hirondelles;69004;Lyon 4eme;29/12/2022
274;Lefevre;"0749019326";lefevre@outlook.com;27, Boulevard des Espagnols;69320;Feyzin;22/12/2022;28/12/2022;29/12/2022;Lefevre;"0749019326";27, Boulevard des Espagnols;69320;Feyzin;29/12/2022
275;Restaurant Mets Épicuriens;"0734206304";mets_épicuriens@protonmail.com;6, Rue Saint-Antoine;69280;Marcy-l'Étoile;23/12/2022;;;;"";;;;
276;Boutique Bazar et Création;"0759759346";bazar_et_création@laposte.net;7, Rue du Pont;69760;Limonest;23/12/2022;23/12/2022;29/12/2022;Boutique Bazar et Création;"0759759346";7, Rue du Pont;69760;Limonest;29/12/2022
277;Bois;"0729172337";bois@hotmail.com;24, Rue des Héros;69002;Lyon 2eme;23/12/2022;26/12/2022;29/12/2022;;"";;;;
278;Dupont;"0644642517";dupont@icloud.com;20, Rue des Bois;69540;Irigny;23/12/2022;28/12/2022;29/12/2022;Dupont;"0644642517";20, Rue des Bois;69540;Irigny;29/12/2022
279;Michaud;"0636732048";michaud@free.fr;49, Rue des Pâquerettes;69890;La Tour-de-Salvagny;26/12/2022;28/12/2022;29/12/2022;Michaud;"0636732048";49, Rue des Pâquerettes;69890;La Tour-de-Salvagny;29/12/2022
280;Royer;"0725836057";royer@icloud.com;41, Rue Saint-Charles;69780;Mions;27/12/2022;27/12/2022;29/12/2022;Langlois;"0745199639";30, Rue du Château;69280;Marcy-l'Étoile;29/12/2022
281;Fournier;"0732561177";fournier@orange.fr;34, Avenue de Wagram;69360;Solaize;27/12/2022;28/12/2022;29/12/2022;Brochet;"0768399605";2, Rue Saint-Martin;69350;La Mulatière;29/12/2022
282;Brun;"0612871619";brun@free.fr;50, Rue du Puits;69350;La Mulatière;27/12/2022;28/12/2022;29/12/2022;Boucher;"0638781559";38, Rue de la Commune;69280;Marcy-l'Étoile;29/12/2022
283;Boutique Bazar et Création;"0759759346";bazar_et_création@laposte.net;7, Rue du Pont;69760;Limonest;27/12/2022;28/12/2022;29/12/2022;Boutique Bazar et Création;"0759759346";7, Rue du Pont;69760;Limonest;29/12/2022
284;Boutique Atelier de Luxe;"0665727410";atelier_de_luxe@free.fr;20, Rue Sainte-Thérèse;69300;Caluire-et-Cuire;27/12/2022;28/12/2022;29/12/2022;Boutique Atelier de Luxe;"0665727410";20, Rue Sainte-Thérèse;69300;Caluire-et-Cuire;29/12/2022
285;Restaurant Table Enchantée;"0720276574";table_enchantée@orange.fr;45, Rue Saint-Jacques;69270;Fontaines-sur-Saône;01/06/2023;01/06/2023;14/06/2023;;"";;;;
286;Boutique Parfum Secret;"0662111918";parfum_secret@orange.fr;31, Boulevard du Maréchal Koenig;69340;Francheville;01/06/2023;05/06/2023;09/06/2023;Boutique Parfum Secret;"0662111918";31, Boulevard du Maréchal Koenig;69340;Francheville;09/06/2023
287;Roux;"0650504324";roux@protonmail.com;11, Avenue de Paris;69730;Genay;01/06/2023;06/06/2023;07/06/2023;Durand;"0796145775";40, Rue des Chênes;69580;Sathonay-Village;07/06/2023
288;Boutique Coin Précieux;"0785431549";coin_précieux@yahoo.com;4, Avenue de Friedland;69003;Lyon 3eme;01/06/2023;06/06/2023;08/06/2023;Boutique Coin Précieux;"0785431549";4, Avenue de Friedland;69003;Lyon 3eme;08/06/2023
289;Rivière;"0672516067";rivière@protonmail.com;32, Avenue de la Motte-Picquet;69340;Francheville;02/06/2023;07/06/2023;09/06/2023;Rivière;"0672516067";32, Avenue de la Motte-Picquet;69340;Francheville;09/06/2023
290;Picard;"0735607975";picard@outlook.com;25, Rue Saint-Honoré;69890;La Tour-de-Salvagny;02/06/2023;09/06/2023;13/06/2023;Vasseur;"0639070158";23, Boulevard des Français Libres;69520;Grigny-sur-Rhône;16/06/2023
291;Guichard;"0773471827";guichard@bbox.fr;17, Boulevard Gambetta;69500;Bron;02/06/2023;13/06/2023;22/06/2023;Guichard;"0773471827";17, Boulevard Gambetta;69500;Bron;27/06/2023
292;Martinez;"0676324532";martinez@free.fr;21, Rue du Marché;69960;Corbas;02/06/2023;14/06/2023;20/06/2023;Baron;"0626079280";28, Rue du Quai;69004;Lyon 4eme;23/06/2023
293;Mercier;"0779581408";mercier@hotmail.com;19, Boulevard de la Paix;69130;Écully;05/06/2023;05/06/2023;14/06/2023;;"";;;;
294;Deleuze;"0637130330";deleuze@outlook.com;12, Rue Saint-Georges;69360;Solaize;05/06/2023;08/06/2023;13/06/2023;;"";;;;
295;Boutique Magasin Secret;"0755521343";magasin_secret@gmail.com;28, Rue du Marché;69570;Dardilly;05/06/2023;09/06/2023;12/06/2023;;"";;;;
296;Boutique Atelier de Luxe;"0665727410";atelier_de_luxe@free.fr;20, Rue Sainte-Thérèse;69300;Caluire-et-Cuire;06/06/2023;07/06/2023;12/06/2023;Boutique Atelier de Luxe;"0665727410";20, Rue Sainte-Thérèse;69300;Caluire-et-Cuire;13/06/2023
297;Thomson;"0642260931";thomson@gmail.com;5, Boulevard des Pyrénées;69300;Caluire-et-Cuire;06/06/2023;12/06/2023;20/06/2023;Brochet;"0768399605";2, Rue Saint-Martin;69350;La Mulatière;20/06/2023
298;Boutique Bazar et Création;"0759759346";bazar_et_création@laposte.net;7, Rue du Pont;69760;Limonest;06/06/2023;15/06/2023;16/06/2023;Boutique Bazar et Création;"0759759346";7, Rue du Pont;69760;Limonest;20/06/2023
299;François;"0658732580";françois@protonmail.com;11, Rue des Coquelicots;69330;Meyzieu;06/06/2023;19/06/2023;22/06/2023;;"";;;;
300;Martin;"0635242367";martin@outlook.com;49, Rue du Marché;69570;Dardilly;07/06/2023;07/06/2023;15/06/2023;Martin;"0635242367";49, Rue du Marché;69570;Dardilly;19/06/2023
301;Blanc;"0692609392";blanc@protonmail.com;38, Avenue de Nice;69500;Bron;07/06/2023;12/06/2023;16/06/2023;Sanchez;"0795748511";36, Boulevard des Résistants;69290;Craponne;21/06/2023
302;Lefevre;"0749019326";lefevre@outlook.com;27, Boulevard des Espagnols;69320;Feyzin;07/06/2023;21/06/2023;29/06/2023;Lefevre;"0749019326";27, Boulevard des Espagnols;69320;Feyzin;29/06/2023
303;Michel;"0622833179";michel@orange.fr;3, Boulevard des Bretons;69800;Saint-Priest;08/06/2023;;;Guerin;"0756352637";15, Rue de la Solidarité;69001;Lyon 1er;
304;Restaurant Mets Épicuriens;"0734206304";mets_épicuriens@protonmail.com;6, Rue Saint-Antoine;69280;Marcy-l'Étoile;08/06/2023;16/06/2023;20/06/2023;;"";;;;
305;Restaurant Cuisine Ancienne;"0674460059";cuisine_ancienne@laposte.net;15, Rue Saint-Henri;69700;Givors;08/06/2023;19/06/2023;27/06/2023;;"";;;;
306;Boutique Tendance et Cie;"0766092349";tendance_et_cie@free.fr;4, Boulevard de Verdun;69280;Marcy-l'Étoile;08/06/2023;19/06/2023;27/06/2023;Boutique Tendance et Cie;"0766092349";4, Boulevard de Verdun;69280;Marcy-l'Étoile;28/06/2023
307;Boutique Atelier de Luxe;"0665727410";atelier_de_luxe@free.fr;20, Rue Sainte-Thérèse;69300;Caluire-et-Cuire;09/06/2023;09/06/2023;20/06/2023;Boutique Atelier de Luxe;"0665727410";20, Rue Sainte-Thérèse;69300;Caluire-et-Cuire;23/06/2023
308;Fournier;"0732561177";fournier@orange.fr;34, Avenue de Wagram;69360;Solaize;09/06/2023;09/06/2023;23/06/2023;Fournier;"0732561177";34, Avenue de Wagram;69360;Solaize;28/06/2023
309;Restaurant Saveurs Italiennes;"0615865995";saveurs_italiennes@orange.fr;40, Boulevard du Général de Gaulle;69150;Décines-Charpieu;09/06/2023;14/06/2023;21/06/2023;;"";;;;
310;Meyer;"0610953253";meyer@gmail.com;4, Rue des Héros;69200;Vénissieux;09/06/2023;19/06/2023;28/06/2023;Meyer;"0610953253";4, Rue des Héros;69200;Vénissieux;29/06/2023
311;Restaurant Esprit du Sud;"0620605888";esprit_du_sud@sfr.fr;15, Avenue de Bordeaux;69570;Dardilly;09/06/2023;20/06/2023;22/06/2023;;"";;;;
312;Restaurant Mets Épicuriens;"0734206304";mets_épicuriens@protonmail.com;6, Rue Saint-Antoine;69280;Marcy-l'Étoile;09/06/2023;22/06/2023;29/06/2023;;"";;;;
313;Boutique Comptoir de Mode;"0660162941";comptoir_de_mode@orange.fr;6, Rue du Château;69890;La Tour-de-Salvagny;09/06/2023;23/06/2023;27/06/2023;Boutique Comptoir de Mode;"0660162941";6, Rue du Château;69890;La Tour-de-Salvagny;28/06/2023
314;Boutique Esprit Bohème;"0719312161";esprit_bohème@icloud.com;8, Rue des Instituteurs;69650;Saint-Germain-au-Mont-d'Or;12/06/2023;22/06/2023;23/06/2023;Boutique Esprit Bohème;"0719312161";8, Rue des Instituteurs;69650;Saint-Germain-au-Mont-d'Or;28/06/2023
315;Clerc;"0625973429";clerc@free.fr;13, Rue Saint-Victor;69780;Mions;12/06/2023;26/06/2023;29/06/2023;;"";;;;
316;Boucher;"0638781559";boucher@sfr.fr;38, Rue de la Commune;69280;Marcy-l'Étoile;13/06/2023;14/06/2023;28/06/2023;Boucher;"0638781559";38, Rue de la Commune;69280;Marcy-l'Étoile;29/06/2023
317;Serrano;"0746767520";serrano@bbox.fr;42, Boulevard de Verdun;69150;Décines-Charpieu;13/06/2023;19/06/2023;29/06/2023;;"";;;;
318;Boutique Parfum Secret;"0662111918";parfum_secret@orange.fr;31, Boulevard du Maréchal Koenig;69340;Francheville;13/06/2023;26/06/2023;27/06/2023;Boutique Parfum Secret;"0662111918";31, Boulevard du Maréchal Koenig;69340;Francheville;29/06/2023
319;Restaurant Comptoir du Terroir;"0616248133";comptoir_du_terroir@protonmail.com;44, Rue Saint-Michel;69340;Francheville;13/06/2023;26/06/2023;29/06/2023;;"";;;;
320;Sanchez;"0795748511";sanchez@outlook.com;36, Boulevard des Résistants;69290;Craponne;14/06/2023;23/06/2023;27/06/2023;Sanchez;"0795748511";36, Boulevard des Résistants;69290;Craponne;28/06/2023
321;Thomas;"0771670823";thomas@hotmail.com;24, Rue Sainte-Thérèse;69370;Saint-Didier-au-Mont-d'Or;14/06/2023;23/06/2023;29/06/2023;Thomas;"0771670823";24, Rue Sainte-Thérèse;69370;Saint-Didier-au-Mont-d'Or;29/06/2023
322;Joly;"0644846114";joly@protonmail.com;14, Avenue de Wagram;69580;Sathonay-Village;14/06/2023;23/06/2023;29/06/2023;Rivière;"0672516067";32, Avenue de la Motte-Picquet;69340;Francheville;29/06/2023
323;Chanteux;"0653511894";chanteux@sfr.fr;10, Rue Sainte-Anne;69300;Caluire-et-Cuire;14/06/2023;28/06/2023;29/06/2023;Olivier;"0652790453";50, Rue des Colibris;69730;Genay;29/06/2023
324;Michaud;"0636732048";michaud@free.fr;49, Rue des Pâquerettes;69890;La Tour-de-Salvagny;15/06/2023;15/06/2023;21/06/2023;Guilbert;"0619409883";39, Rue des Bois;69008;Lyon 8eme;23/06/2023
325;Restaurant Artisan des Saveurs;"0694021431";artisan_des_saveurs@bbox.fr;20, Boulevard des Allobroges;69330;Meyzieu;15/06/2023;15/06/2023;26/06/2023;;"";;;;
326;Boutique Bazar et Création;"0759759346";bazar_et_création@laposte.net;7, Rue du Pont;69760;Limonest;15/06/2023;23/06/2023;29/06/2023;Boutique Bazar et Création;"0759759346";7, Rue du Pont;69760;Limonest;29/06/2023
327;Boutin;"0641072522";boutin@orange.fr;13, Rue des Hirondelles;69004;Lyon 4eme;15/06/2023;23/06/2023;29/06/2023;Boutin;"0641072522";13, Rue des Hirondelles;69004;Lyon 4eme;29/06/2023
328;Rivière;"0672516067";rivière@protonmail.com;32, Avenue de la Motte-Picquet;69340;Francheville;15/06/2023;28/06/2023;29/06/2023;Rochet;"0669381286";1, Rue Saint-Sauveur;69003;Lyon 3eme;29/06/2023
329;Durand;"0796145775";durand@orange.fr;40, Rue des Chênes;69580;Sathonay-Village;16/06/2023;20/06/2023;29/06/2023;Langlois;"0745199639";30, Rue du Château;69280;Marcy-l'Étoile;29/06/2023
330;Gauthier;"0696977450";gauthier@laposte.net;44, Boulevard de l'Yser;69390;Vernaison;16/06/2023;28/06/2023;29/06/2023;Courtois;"0794777965";48, Avenue de Clermont;69570;Dardilly;29/06/2023
331;Barbot;"0693879448";barbot@gmail.com;43, Avenue de Lowendal;69009;Lyon 9eme;16/06/2023;28/06/2023;29/06/2023;Barbot;"0693879448";43, Avenue de Lowendal;69009;Lyon 9eme;29/06/2023
332;Boutique Instant Précieux;"0613845064";instant_précieux@free.fr;48, Rue de la Chapelle;69002;Lyon 2eme;16/06/2023;28/06/2023;29/06/2023;Boutique Instant Précieux;"0613845064";48, Rue de la Chapelle;69002;Lyon 2eme;29/06/2023
333;Brochet;"0768399605";brochet@sfr.fr;2, Rue Saint-Martin;69350;La Mulatière;19/06/2023;19/06/2023;27/06/2023;Brochet;"0768399605";2, Rue Saint-Martin;69350;La Mulatière;28/06/2023
334;Laurent;"0795980616";laurent@hotmail.com;32, Rue Sainte-Catherine;69004;Lyon 4eme;19/06/2023;19/06/2023;28/06/2023;Laurent;"0795980616";32, Rue Sainte-Catherine;69004;Lyon 4eme;28/06/2023
335;Gauthier;"0696977450";gauthier@laposte.net;44, Boulevard de l'Yser;69390;Vernaison;19/06/2023;21/06/2023;27/06/2023;Aubry;"0755210517";7, Rue de la Justice;69310;Oullins-Pierre-Bénite;29/06/2023
336;Guitton;"0788433940";guitton@laposte.net;50, Boulevard des Gaulois;69330;Meyzieu;19/06/2023;28/06/2023;29/06/2023;;"";;;;
337;Guilbert;"0619409883";guilbert@laposte.net;39, Rue des Bois;69008;Lyon 8eme;19/06/2023;28/06/2023;29/06/2023;Guilbert;"0619409883";39, Rue des Bois;69008;Lyon 8eme;29/06/2023
338;Vallée;"0620818268";vallée@protonmail.com;38, Rue des Instituteurs;69360;Solaize;20/06/2023;20/06/2023;23/06/2023;Vallée;"0620818268";38, Rue des Instituteurs;69360;Solaize;23/06/2023
339;Rogers;"0642236192";rogers@bbox.fr;29, Rue Saint-Sulpice;69390;Vernaison;20/06/2023;21/06/2023;28/06/2023;Laurent;"0795980616";32, Rue Sainte-Catherine;69004;Lyon 4eme;29/06/2023
340;Boutique Magasin Secret;"0755521343";magasin_secret@gmail.com;28, Rue du Marché;69570;Dardilly;20/06/2023;23/06/2023;29/06/2023;Boutique Magasin Secret;"0755521343";28, Rue du Marché;69570;Dardilly;29/06/2023
341;Boutin;"0641072522";boutin@orange.fr;13, Rue des Hirondelles;69004;Lyon 4eme;20/06/2023;23/06/2023;29/06/2023;Breton;"0681031092";4, Rue de la Solidarité;69007;Lyon 7eme;29/06/2023
342;Boutique Coin Précieux;"0785431549";coin_précieux@yahoo.com;4, Avenue de Friedland;69003;Lyon 3eme;20/06/2023;23/06/2023;29/06/2023;Boutique Coin Précieux;"0785431549";4, Avenue de Friedland;69003;Lyon 3eme;29/06/2023
343;Breton;"0681031092";breton@gmail.com;4, Rue de la Solidarité;69007;Lyon 7eme;21/06/2023;23/06/2023;29/06/2023;Schneider;"0668040251";32, Rue du Port;69003;Lyon 3eme;29/06/2023
344;Boutique Fabrique de Rêves;"0648624826";fabrique_de_rêves@icloud.com;25, Rue de l'Église;69007;Lyon 7eme;21/06/2023;26/06/2023;29/06/2023;Boutique Fabrique de Rêves;"0648624826";25, Rue de l'Église;69007;Lyon 7eme;29/06/2023
345;Joly;"0644846114";joly@protonmail.com;14, Avenue de Wagram;69580;Sathonay-Village;21/06/2023;27/06/2023;29/06/2023;Joly;"0644846114";14, Avenue de Wagram;69580;Sathonay-Village;29/06/2023
346;Boutique Parfum Secret;"0662111918";parfum_secret@orange.fr;31, Boulevard du Maréchal Koenig;69340;Francheville;21/06/2023;28/06/2023;29/06/2023;;"";;;;
347;Restaurant Table Enchantée;"0720276574";table_enchantée@orange.fr;45, Rue Saint-Jacques;69270;Fontaines-sur-Saône;22/06/2023;26/06/2023;29/06/2023;;"";;;;
348;Vidal;"0752001737";vidal@orange.fr;46, Rue Saint-Ouen;69009;Lyon 9eme;22/06/2023;28/06/2023;29/06/2023;Charron;"0772051520";20, Boulevard des Alpes;69520;Grigny-sur-Rhône;29/06/2023
349;Boutique Magasin Secret;"0755521343";magasin_secret@gmail.com;28, Rue du Marché;69570;Dardilly;23/06/2023;27/06/2023;29/06/2023;Boutique Magasin Secret;"0755521343";28, Rue du Marché;69570;Dardilly;29/06/2023
350;Guichard;"0773471827";guichard@bbox.fr;17, Boulevard Gambetta;69500;Bron;23/06/2023;28/06/2023;29/06/2023;;"";;;;
351;Restaurant Saveurs Italiennes;"0615865995";saveurs_italiennes@orange.fr;40, Boulevard du Général de Gaulle;69150;Décines-Charpieu;23/06/2023;28/06/2023;29/06/2023;;"";;;;
352;Boutique Éclat et Élégance;"0735456380";éclat_et_élégance@free.fr;30, Boulevard des Corses;69006;Lyon 6eme;23/06/2023;28/06/2023;29/06/2023;Boutique Éclat et Élégance;"0735456380";30, Boulevard des Corses;69006;Lyon 6eme;29/06/2023
353;Leblanc;"0711308496";leblanc@orange.fr;50, Avenue du Général Leclerc;69390;Vernaison;23/06/2023;28/06/2023;29/06/2023;Leblanc;"0711308496";50, Avenue du Général Leclerc;69390;Vernaison;29/06/2023
354;Bouvier;"0673496436";bouvier@sfr.fr;40, Boulevard de la République;69003;Lyon 3eme;26/06/2023;28/06/2023;29/06/2023;Debord;"0724559153";36, Rue de la Fraternité;69380;Lissieu;29/06/2023
355;Gautier;"0687778853";gautier@icloud.com;3, Rue de l'Égalité;69230;Saint-Genis-Laval;26/06/2023;28/06/2023;29/06/2023;Charron;"0772051520";20, Boulevard des Alpes;69520;Grigny-sur-Rhône;29/06/2023
356;Bois;"0729172337";bois@hotmail.com;24, Rue des Héros;69002;Lyon 2eme;26/06/2023;28/06/2023;29/06/2023;Bois;"0729172337";24, Rue des Héros;69002;Lyon 2eme;29/06/2023
357;Petit;"0688609527";petit@hotmail.com;12, Boulevard de la Gare;69680;Chassieu;03/09/2024;13/09/2024;26/09/2024;Petit;"0688609527";12, Boulevard de la Gare;69680;Chassieu;26/09/2024
358;Restaurant Taverne du Palais;"0741911123";taverne_du_palais@sfr.fr;49, Rue du Général de Gaulle;69320;Feyzin;04/09/2024;;;;"";;;;
359;Montel;"0624769746";montel@free.fr;46, Rue du Stade;69700;Givors;04/09/2024;11/09/2024;20/09/2024;Michaud;"0636732048";49, Rue des Pâquerettes;69890;La Tour-de-Salvagny;23/09/2024
360;Renard;"0790893058";renard@protonmail.com;16, Rue de la Chapelle;69003;Lyon 3eme;05/09/2024;06/09/2024;20/09/2024;Gilbert;"0723974406";34, Rue du Commerce;69500;Bron;20/09/2024
361;Boutique Atelier de Luxe;"0665727410";atelier_de_luxe@free.fr;20, Rue Sainte-Thérèse;69300;Caluire-et-Cuire;06/09/2024;06/09/2024;09/09/2024;Boutique Atelier de Luxe;"0665727410";20, Rue Sainte-Thérèse;69300;Caluire-et-Cuire;09/09/2024
362;Garnier;"0790892437";garnier@laposte.net;1, Rue de l'Industrie;69730;Genay;09/09/2024;09/09/2024;19/09/2024;Descamps;"0766585806";27, Boulevard des Allobroges;69300;Caluire-et-Cuire;24/09/2024
363;Rousseau;"0662474575";rousseau@sfr.fr;2, Rue Saint-Louis;69370;Saint-Didier-au-Mont-d'Or;10/09/2024;16/09/2024;17/09/2024;;"";;;;
364;Renaud;"0658743912";renaud@outlook.com;37, Rue de la Convention;69570;Dardilly;10/09/2024;19/09/2024;25/09/2024;Renaud;"0658743912";37, Rue de la Convention;69570;Dardilly;27/09/2024
365;Duval;"0659520096";duval@bbox.fr;50, Boulevard des Italiens;69390;Vernaison;12/09/2024;17/09/2024;26/09/2024;Masson;"0641892925";50, Avenue de Nantes;69270;Fontaines-sur-Saône;26/09/2024
366;Restaurant Taverne du Palais;"0741911123";taverne_du_palais@sfr.fr;49, Rue du Général de Gaulle;69320;Feyzin;12/09/2024;25/09/2024;30/09/2024;;"";;;;
367;Boutique Tendance et Cie;"0766092349";tendance_et_cie@free.fr;4, Boulevard de Verdun;69280;Marcy-l'Étoile;16/09/2024;17/09/2024;30/09/2024;Boutique Tendance et Cie;"0766092349";4, Boulevard de Verdun;69280;Marcy-l'Étoile;02/10/2024
368;Richard;"0635337022";richard@gmail.com;34, Rue Saint-Antoine;69250;Neuville-sur-Saône;16/09/2024;24/09/2024;25/09/2024;;"";;;;
369;Gros;"0730578978";gros@outlook.com;46, Boulevard des Gaulois;69160;Tassin-la-Demi-Lune;17/09/2024;17/09/2024;30/09/2024;Gros;"0730578978";46, Boulevard des Gaulois;69160;Tassin-la-Demi-Lune;30/09/2024
370;Garnier;"0790892437";garnier@laposte.net;1, Rue de l'Industrie;69730;Genay;17/09/2024;24/09/2024;03/10/2024;Garnier;"0790892437";1, Rue de l'Industrie;69730;Genay;03/10/2024
371;Laurent;"0795980616";laurent@hotmail.com;32, Rue Sainte-Catherine;69004;Lyon 4eme;17/09/2024;26/09/2024;04/10/2024;;"";;;;
372;Boutique Coin Précieux;"0785431549";coin_précieux@yahoo.com;4, Avenue de Friedland;69003;Lyon 3eme;17/09/2024;27/09/2024;30/09/2024;Boutique Coin Précieux;"0785431549";4, Avenue de Friedland;69003;Lyon 3eme;03/10/2024
373;Olivier;"0652790453";olivier@hotmail.com;50, Rue des Colibris;69730;Genay;18/09/2024;25/09/2024;09/10/2024;Olivier;"0652790453";50, Rue des Colibris;69730;Genay;09/10/2024
374;Thomson;"0642260931";thomson@gmail.com;5, Boulevard des Pyrénées;69300;Caluire-et-Cuire;25/09/2024;08/10/2024;09/10/2024;Thomson;"0642260931";5, Boulevard des Pyrénées;69300;Caluire-et-Cuire;09/10/2024
375;Restaurant Artisan des Saveurs;"0694021431";artisan_des_saveurs@bbox.fr;20, Boulevard des Allobroges;69330;Meyzieu;26/09/2024;07/10/2024;16/10/2024;;"";;;;
376;Boutique Esprit Bohème;"0719312161";esprit_bohème@icloud.com;8, Rue des Instituteurs;69650;Saint-Germain-au-Mont-d'Or;30/09/2024;30/09/2024;10/10/2024;;"";;;;
377;Mercier;"0779581408";mercier@hotmail.com;19, Boulevard de la Paix;69130;Écully;30/09/2024;01/10/2024;04/10/2024;Guillemette;"0650129632";7, Boulevard des Fusillés;69960;Corbas;07/10/2024
